node	node_type	sample_id	mutation_events
GCF_000804655.fna	leaf	GCF_000804655	3
GCF_000804665.fna	leaf	GCF_000804665	1
GCF_000804715.fna	leaf	GCF_000804715	5
GCF_000804725.fna	leaf	GCF_000804725	1
GCF_000804745.fna	leaf	GCF_000804745	2
GCF_000804795.fna	leaf	GCF_000804795	38
GCF_000804805.fna	leaf	GCF_000804805	1
GCF_000804815.fna	leaf	GCF_000804815	2
GCF_000804825.fna	leaf	GCF_000804825	4
GCF_000804875.fna	leaf	GCF_000804875	5
GCF_000804885.fna	leaf	GCF_000804885	10
GCF_000804895.fna	leaf	GCF_000804895	162
GCF_000804905.fna	leaf	GCF_000804905	36
GCF_000804975.fna	leaf	GCF_000804975	11
GCF_000804985.fna	leaf	GCF_000804985	7
GCF_000805035.fna	leaf	GCF_000805035	530
GCF_000805055.fna	leaf	GCF_000805055	4
GCF_000805115.fna	leaf	GCF_000805115	2
GCF_000805125.fna	leaf	GCF_000805125	12
GCF_000805145.fna	leaf	GCF_000805145	1382
GCF_000805195.fna	leaf	GCF_000805195	1388
GCF_000805205.fna	leaf	GCF_000805205	880
GCF_000805225.fna	leaf	GCF_000805225	6
GCF_000805275.fna	leaf	GCF_000805275	3
GCF_000805295.fna	leaf	GCF_000805295	485
GCF_000805305.fna	leaf	GCF_000805305	13
GCF_000805525.fna	leaf	GCF_000805525	4
GCF_000805545.fna	leaf	GCF_000805545	14
GCF_000805595.fna	leaf	GCF_000805595	3
GCF_000808765.fna	leaf	GCF_000808765	63
GCF_000808785.fna	leaf	GCF_000808785	3
GCF_000808865.fna	leaf	GCF_000808865	5
GCF_000808965.fna	leaf	GCF_000808965	1
GCF_000808985.fna	leaf	GCF_000808985	564
GCF_000809065.fna	leaf	GCF_000809065	25
GCF_000809085.fna	leaf	GCF_000809085	378
GCF_000809105.fna	leaf	GCF_000809105	7
GCF_000809205.fna	leaf	GCF_000809205	2
GCF_000809285.fna	leaf	GCF_000809285	12
GCF_000809305.fna	leaf	GCF_000809305	1
GCF_000809325.fna	leaf	GCF_000809325	25
GCF_000809345.fna	leaf	GCF_000809345	5
GCF_000809365.fna	leaf	GCF_000809365	1
GCF_000809385.fna	leaf	GCF_000809385	3
GCF_000809405.fna	leaf	GCF_000809405	4
GCF_000809445.fna	leaf	GCF_000809445	3
GCF_000809465.fna	leaf	GCF_000809465	1
GCF_000809485.fna	leaf	GCF_000809485	6
GCF_000809525.fna	leaf	GCF_000809525	1
GCF_000809545.fna	leaf	GCF_000809545	2
GCF_000809585.fna	leaf	GCF_000809585	1
GCF_000809645.fna	leaf	GCF_000809645	5
GCF_000809685.fna	leaf	GCF_000809685	58
GCF_000809705.fna	leaf	GCF_000809705	12
GCF_000809725.fna	leaf	GCF_000809725	5
GCF_000809745.fna	leaf	GCF_000809745	6
GCF_000809765.fna	leaf	GCF_000809765	3
GCF_000809785.fna	leaf	GCF_000809785	9
GCF_000809885.fna	leaf	GCF_000809885	22
GCF_000809945.fna	leaf	GCF_000809945	60
GCF_000809985.fna	leaf	GCF_000809985	1
GCF_000810045.fna	leaf	GCF_000810045	10
GCF_000810065.fna	leaf	GCF_000810065	9
GCF_000810105.fna	leaf	GCF_000810105	986
GCF_000810125.fna	leaf	GCF_000810125	12
GCF_000810165.fna	leaf	GCF_000810165	1
GCF_000810205.fna	leaf	GCF_000810205	6
GCF_000810245.fna	leaf	GCF_000810245	4
GCF_000810265.fna	leaf	GCF_000810265	57
GCF_000810285.fna	leaf	GCF_000810285	160
GCF_000810305.fna	leaf	GCF_000810305	5
GCF_000810325.fna	leaf	GCF_000810325	242
GCF_000810345.fna	leaf	GCF_000810345	22
GCF_000810365.fna	leaf	GCF_000810365	2
GCF_000810385.fna	leaf	GCF_000810385	2
GCF_000810425.fna	leaf	GCF_000810425	5
GCF_000810445.fna	leaf	GCF_000810445	1
GCF_000810545.fna	leaf	GCF_000810545	2
GCF_000810565.fna	leaf	GCF_000810565	1
GCF_000810585.fna	leaf	GCF_000810585	20
GCF_000810625.fna	leaf	GCF_000810625	4
GCF_000810705.fna	leaf	GCF_000810705	75
GCF_000810775.fna	leaf	GCF_000810775	5
GCF_000810825.fna	leaf	GCF_000810825	3
GCF_000810835.fna	leaf	GCF_000810835	1
GCF_000810875.fna	leaf	GCF_000810875	2
GCF_000810915.fna	leaf	GCF_000810915	51
GCF_000810935.fna	leaf	GCF_000810935	133
GCF_000810945.fna	leaf	GCF_000810945	84
GCF_000810985.fna	leaf	GCF_000810985	16
GCF_000811005.fna	leaf	GCF_000811005	4
GCF_000811015.fna	leaf	GCF_000811015	13
GCF_000811065.fna	leaf	GCF_000811065	3
GCF_000811085.fna	leaf	GCF_000811085	10
GCF_000811105.fna	leaf	GCF_000811105	8
GCF_000811125.fna	leaf	GCF_000811125	796
GCF_000811145.fna	leaf	GCF_000811145	3
GCF_000811165.fna	leaf	GCF_000811165	10
GCF_000811185.fna	leaf	GCF_000811185	1
GCF_000811205.fna	leaf	GCF_000811205	3
GCF_000811225.fna	leaf	GCF_000811225	1
GCF_000811245.fna	leaf	GCF_000811245	4
GCF_000811265.fna	leaf	GCF_000811265	4
GCF_000811285.fna	leaf	GCF_000811285	2
GCF_000811305.fna	leaf	GCF_000811305	3
GCF_000811325.fna	leaf	GCF_000811325	8
GCF_000811345.fna	leaf	GCF_000811345	3
GCF_000811365.fna	leaf	GCF_000811365	3
GCF_000811405.fna	leaf	GCF_000811405	37
GCF_000811505.fna	leaf	GCF_000811505	1
GCF_000811545.fna	leaf	GCF_000811545	1
GCF_000811565.fna	leaf	GCF_000811565	2
GCF_000811605.fna	leaf	GCF_000811605	857
GCF_000811645.fna	leaf	GCF_000811645	756
GCF_000811665.fna	leaf	GCF_000811665	2
GCF_000811685.fna	leaf	GCF_000811685	1
GCF_000811785.fna	leaf	GCF_000811785	4
GCF_000811845.fna	leaf	GCF_000811845	2
GCF_000811945.fna	leaf	GCF_000811945	3
GCF_000828795.fna	leaf	GCF_000828795	525
GCF_000836625.fna	leaf	GCF_000836625	2
GCF_000939475.fna	leaf	GCF_000939475	1
GCF_000939485.fna	leaf	GCF_000939485	15
GCF_000939535.fna	leaf	GCF_000939535	1
GCF_000939565.fna	leaf	GCF_000939565	1
GCF_000939575.fna	leaf	GCF_000939575	2
GCF_000939615.fna	leaf	GCF_000939615	1
GCF_000939635.fna	leaf	GCF_000939635	1
GCF_000949035.fna	leaf	GCF_000949035	1
GCF_000949045.fna	leaf	GCF_000949045	1
GCF_000949055.fna	leaf	GCF_000949055	7
GCF_000949175.fna	leaf	GCF_000949175	57
GCF_000949195.fna	leaf	GCF_000949195	1
GCF_000966495.fna	leaf	GCF_000966495	11
GCF_000966515.fna	leaf	GCF_000966515	881
GCF_000966525.fna	leaf	GCF_000966525	18
GCF_000969285.fna	leaf	GCF_000969285	5
GCF_000969295.fna	leaf	GCF_000969295	2677
GCF_000969365.fna	leaf	GCF_000969365	3
GCF_000981405.fna	leaf	GCF_000981405	522
GCF_001008125.fna	leaf	GCF_001008125	8
GCF_001028265.fna	leaf	GCF_001028265	65
GCF_001028305.fna	leaf	GCF_001028305	6
GCF_001028315.fna	leaf	GCF_001028315	3
GCF_001028325.fna	leaf	GCF_001028325	5
GCF_001028335.fna	leaf	GCF_001028335	5
GCF_001028385.fna	leaf	GCF_001028385	4
GCF_001052015.fna	leaf	GCF_001052015	1
GCF_001052675.fna	leaf	GCF_001052675	1
GCF_001276055.fna	leaf	GCF_001276055	9
GCF_001373535.fna	leaf	GCF_001373535	3
GCF_001373575.fna	leaf	GCF_001373575	3
GCF_001400975.fna	leaf	GCF_001400975	872
GCF_001414645.fna	leaf	GCF_001414645	9
GCF_001414865.fna	leaf	GCF_001414865	923
GCF_001415095.fna	leaf	GCF_001415095	3
GCF_001415255.fna	leaf	GCF_001415255	2
GCF_001415275.fna	leaf	GCF_001415275	20
GCF_001415465.fna	leaf	GCF_001415465	2
GCF_001415535.fna	leaf	GCF_001415535	4
GCF_001415645.fna	leaf	GCF_001415645	10
GCF_001415695.fna	leaf	GCF_001415695	19
GCF_001415715.fna	leaf	GCF_001415715	4
GCF_001415815.fna	leaf	GCF_001415815	4
GCF_001416075.fna	leaf	GCF_001416075	2
GCF_001416095.fna	leaf	GCF_001416095	9
GCF_001416225.fna	leaf	GCF_001416225	4
GCF_001416275.fna	leaf	GCF_001416275	24
GCF_001420505.fna	leaf	GCF_001420505	218
GCF_001420515.fna	leaf	GCF_001420515	15
GCF_001432445.fna	leaf	GCF_001432445	25
GCF_001432755.fna	leaf	GCF_001432755	12
GCF_001433045.fna	leaf	GCF_001433045	7
GCF_001433205.fna	leaf	GCF_001433205	10
GCF_001433355.fna	leaf	GCF_001433355	20
GCF_001433675.fna	leaf	GCF_001433675	923
GCF_001442575.fna	leaf	GCF_001442575	12
GCF_001443265.fna	leaf	GCF_001443265	5
GCF_001444215.fna	leaf	GCF_001444215	4
GCF_001444225.fna	leaf	GCF_001444225	3
GCF_001444255.fna	leaf	GCF_001444255	4
GCF_001444265.fna	leaf	GCF_001444265	3
GCF_001511875.fna	leaf	GCF_001511875	1
GCF_001511895.fna	leaf	GCF_001511895	3
GCF_001511915.fna	leaf	GCF_001511915	1
GCF_001511935.fna	leaf	GCF_001511935	16
GCF_001511975.fna	leaf	GCF_001511975	3
GCF_001511995.fna	leaf	GCF_001511995	2
GCF_001512015.fna	leaf	GCF_001512015	2
GCF_001512055.fna	leaf	GCF_001512055	1
GCF_001512075.fna	leaf	GCF_001512075	1
GCF_001512095.fna	leaf	GCF_001512095	10
GCF_001512135.fna	leaf	GCF_001512135	2
GCF_001512155.fna	leaf	GCF_001512155	2
GCF_001512175.fna	leaf	GCF_001512175	1
GCF_001512195.fna	leaf	GCF_001512195	5
GCF_001512215.fna	leaf	GCF_001512215	2
GCF_001512235.fna	leaf	GCF_001512235	2
GCF_001512255.fna	leaf	GCF_001512255	16
GCF_001514375.fna	leaf	GCF_001514375	15
GCF_001531205.fna	leaf	GCF_001531205	4
GCF_001531455.fna	leaf	GCF_001531455	6
GCF_001541025.fna	leaf	GCF_001541025	8
GCF_001541035.fna	leaf	GCF_001541035	8
GCF_001541045.fna	leaf	GCF_001541045	8
GCF_001541455.fna	leaf	GCF_001541455	2
GCF_001541525.fna	leaf	GCF_001541525	2
GCF_001541685.fna	leaf	GCF_001541685	1
GCF_001541725.fna	leaf	GCF_001541725	2
GCF_001541765.fna	leaf	GCF_001541765	1
GCF_001541795.fna	leaf	GCF_001541795	3
GCF_001543995.fna	leaf	GCF_001543995	24
GCF_001549575.fna	leaf	GCF_001549575	23
GCF_001573065.fna	leaf	GCF_001573065	3
GCF_001573085.fna	leaf	GCF_001573085	3
GCF_001573105.fna	leaf	GCF_001573105	2
GCF_001576615.fna	leaf	GCF_001576615	3
GCF_001612005.fna	leaf	GCF_001612005	2
GCF_001612115.fna	leaf	GCF_001612115	198
GCF_001612155.fna	leaf	GCF_001612155	1
GCF_001612235.fna	leaf	GCF_001612235	922
GCF_001612255.fna	leaf	GCF_001612255	1
GCF_001612285.fna	leaf	GCF_001612285	2
GCF_001612395.fna	leaf	GCF_001612395	2
GCF_001612435.fna	leaf	GCF_001612435	1
GCF_001612455.fna	leaf	GCF_001612455	2
GCF_001617835.fna	leaf	GCF_001617835	1
GCF_001617885.fna	leaf	GCF_001617885	189
GCF_001617895.fna	leaf	GCF_001617895	1
GCF_001617915.fna	leaf	GCF_001617915	1
GCF_001624975.fna	leaf	GCF_001624975	102
GCF_001640065.fna	leaf	GCF_001640065	13
GCF_001640075.fna	leaf	GCF_001640075	3
GCF_001657725.fna	leaf	GCF_001657725	66
GCF_001661665.fna	leaf	GCF_001661665	4
GCF_001664565.fna	leaf	GCF_001664565	4
GCF_001664575.fna	leaf	GCF_001664575	17
GCF_001664585.fna	leaf	GCF_001664585	1
GCF_001664645.fna	leaf	GCF_001664645	1
GCF_001664655.fna	leaf	GCF_001664655	6
GCF_001664665.fna	leaf	GCF_001664665	3
GCF_001664725.fna	leaf	GCF_001664725	1
GCF_001664735.fna	leaf	GCF_001664735	1
GCF_001664805.fna	leaf	GCF_001664805	6
GCF_001664835.fna	leaf	GCF_001664835	1
GCF_001664855.fna	leaf	GCF_001664855	1
GCF_001664885.fna	leaf	GCF_001664885	7
GCF_001664895.fna	leaf	GCF_001664895	14
GCF_001664905.fna	leaf	GCF_001664905	9
GCF_001664975.fna	leaf	GCF_001664975	2
GCF_001664985.fna	leaf	GCF_001664985	5
GCF_001665045.fna	leaf	GCF_001665045	5
GCF_001665055.fna	leaf	GCF_001665055	4
GCF_001665095.fna	leaf	GCF_001665095	1
GCF_001665125.fna	leaf	GCF_001665125	9
GCF_001665155.fna	leaf	GCF_001665155	1
GCF_001665175.fna	leaf	GCF_001665175	12
GCF_001665205.fna	leaf	GCF_001665205	4
GCF_001665215.fna	leaf	GCF_001665215	18
GCF_001665285.fna	leaf	GCF_001665285	36
GCF_001665985.fna	leaf	GCF_001665985	3
GCF_001666075.fna	leaf	GCF_001666075	9
GCF_001666085.fna	leaf	GCF_001666085	1
GCF_001666105.fna	leaf	GCF_001666105	273
GCF_001666145.fna	leaf	GCF_001666145	7
GCF_001666155.fna	leaf	GCF_001666155	1
GCF_001666175.fna	leaf	GCF_001666175	12
GCF_001666195.fna	leaf	GCF_001666195	1
GCF_001666235.fna	leaf	GCF_001666235	4
GCF_001666255.fna	leaf	GCF_001666255	7
GCF_001666305.fna	leaf	GCF_001666305	5
GCF_001666315.fna	leaf	GCF_001666315	3
GCF_001666385.fna	leaf	GCF_001666385	5
GCF_001666395.fna	leaf	GCF_001666395	1
GCF_001666405.fna	leaf	GCF_001666405	2
GCF_001666425.fna	leaf	GCF_001666425	3
GCF_001666465.fna	leaf	GCF_001666465	13
GCF_001666475.fna	leaf	GCF_001666475	19
GCF_001666485.fna	leaf	GCF_001666485	5
GCF_001666515.fna	leaf	GCF_001666515	326
GCF_001666555.fna	leaf	GCF_001666555	10
GCF_001666575.fna	leaf	GCF_001666575	12
GCF_001666625.fna	leaf	GCF_001666625	12
GCF_001666635.fna	leaf	GCF_001666635	3
GCF_001666645.fna	leaf	GCF_001666645	1
GCF_001666665.fna	leaf	GCF_001666665	2
GCF_001666705.fna	leaf	GCF_001666705	1
GCF_001666715.fna	leaf	GCF_001666715	2
GCF_001668445.fna	leaf	GCF_001668445	2
GCF_001668475.fna	leaf	GCF_001668475	4
GCF_001668515.fna	leaf	GCF_001668515	6
GCF_001668535.fna	leaf	GCF_001668535	37
GCF_001668555.fna	leaf	GCF_001668555	1
GCF_001668585.fna	leaf	GCF_001668585	6
GCF_001668645.fna	leaf	GCF_001668645	2
GCF_001668775.fna	leaf	GCF_001668775	5
GCF_001668815.fna	leaf	GCF_001668815	1
GCF_001668835.fna	leaf	GCF_001668835	5
GCF_001668855.fna	leaf	GCF_001668855	3
GCF_001668865.fna	leaf	GCF_001668865	1
GCF_001668915.fna	leaf	GCF_001668915	4
GCF_001668945.fna	leaf	GCF_001668945	3
GCF_001668955.fna	leaf	GCF_001668955	6
GCF_001668995.fna	leaf	GCF_001668995	4
GCF_001669005.fna	leaf	GCF_001669005	2
GCF_001669025.fna	leaf	GCF_001669025	6
GCF_001669035.fna	leaf	GCF_001669035	9
GCF_001669075.fna	leaf	GCF_001669075	11
GCF_001669095.fna	leaf	GCF_001669095	2
GCF_001669145.fna	leaf	GCF_001669145	1
GCF_001669175.fna	leaf	GCF_001669175	3
GCF_001669185.fna	leaf	GCF_001669185	17
GCF_001669195.fna	leaf	GCF_001669195	3
GCF_001669225.fna	leaf	GCF_001669225	28
GCF_001669255.fna	leaf	GCF_001669255	5
GCF_001669305.fna	leaf	GCF_001669305	1
GCF_001669355.fna	leaf	GCF_001669355	8
GCF_001669415.fna	leaf	GCF_001669415	1
GCF_001669435.fna	leaf	GCF_001669435	1
GCF_001669455.fna	leaf	GCF_001669455	2
GCF_001669495.fna	leaf	GCF_001669495	2
GCF_001669505.fna	leaf	GCF_001669505	16
GCF_001669525.fna	leaf	GCF_001669525	1
GCF_001669535.fna	leaf	GCF_001669535	8
GCF_001669575.fna	leaf	GCF_001669575	2
GCF_001669595.fna	leaf	GCF_001669595	13
GCF_001669635.fna	leaf	GCF_001669635	11
GCF_001669645.fna	leaf	GCF_001669645	10
GCF_001669675.fna	leaf	GCF_001669675	8
GCF_001669695.fna	leaf	GCF_001669695	1
GCF_001669705.fna	leaf	GCF_001669705	1
GCF_001669735.fna	leaf	GCF_001669735	2
GCF_001672535.fna	leaf	GCF_001672535	2151
GCF_001673795.fna	leaf	GCF_001673795	9
GCF_001673805.fna	leaf	GCF_001673805	1
GCF_001673815.fna	leaf	GCF_001673815	1
GCF_001673825.fna	leaf	GCF_001673825	6
GCF_001673875.fna	leaf	GCF_001673875	2
GCF_001673895.fna	leaf	GCF_001673895	9
GCF_001673905.fna	leaf	GCF_001673905	17
GCF_001673915.fna	leaf	GCF_001673915	3
GCF_001673955.fna	leaf	GCF_001673955	2
GCF_001673975.fna	leaf	GCF_001673975	4
GCF_001673985.fna	leaf	GCF_001673985	12
GCF_001674015.fna	leaf	GCF_001674015	4
GCF_001674035.fna	leaf	GCF_001674035	23
GCF_001674045.fna	leaf	GCF_001674045	3
GCF_001674075.fna	leaf	GCF_001674075	7
GCF_001674085.fna	leaf	GCF_001674085	24
GCF_001674115.fna	leaf	GCF_001674115	3
GCF_001674135.fna	leaf	GCF_001674135	4
GCF_001674155.fna	leaf	GCF_001674155	21
GCF_001674165.fna	leaf	GCF_001674165	2
GCF_001674215.fna	leaf	GCF_001674215	8
GCF_001674235.fna	leaf	GCF_001674235	4
GCF_001674245.fna	leaf	GCF_001674245	7
GCF_001674255.fna	leaf	GCF_001674255	6
GCF_001674295.fna	leaf	GCF_001674295	5
GCF_001674315.fna	leaf	GCF_001674315	8
GCF_001674325.fna	leaf	GCF_001674325	4
GCF_001674365.fna	leaf	GCF_001674365	7
GCF_001674395.fna	leaf	GCF_001674395	6
GCF_001674415.fna	leaf	GCF_001674415	6
GCF_001674425.fna	leaf	GCF_001674425	1
GCF_001674435.fna	leaf	GCF_001674435	5
GCF_001674485.fna	leaf	GCF_001674485	3
GCF_001674515.fna	leaf	GCF_001674515	4
GCF_001674555.fna	leaf	GCF_001674555	2
GCF_001674575.fna	leaf	GCF_001674575	1
GCF_001674635.fna	leaf	GCF_001674635	3
GCF_001674655.fna	leaf	GCF_001674655	4
GCF_001674705.fna	leaf	GCF_001674705	11
GCF_001674735.fna	leaf	GCF_001674735	33
GCF_001674755.fna	leaf	GCF_001674755	5
GCF_001674805.fna	leaf	GCF_001674805	8
GCF_001674835.fna	leaf	GCF_001674835	23
GCF_001674845.fna	leaf	GCF_001674845	2
GCF_001674865.fna	leaf	GCF_001674865	7
GCF_001674885.fna	leaf	GCF_001674885	6
GCF_001674915.fna	leaf	GCF_001674915	4
GCF_001680215.fna	leaf	GCF_001680215	1
GCF_001680265.fna	leaf	GCF_001680265	1
GCF_001680285.fna	leaf	GCF_001680285	1
GCF_001680305.fna	leaf	GCF_001680305	1
GCF_001700395.fna	leaf	GCF_001700395	1
GCF_001704695.fna	leaf	GCF_001704695	823
GCF_001707985.fna	leaf	GCF_001707985	2
GCF_001708025.fna	leaf	GCF_001708025	9
GCF_001806345.fna	leaf	GCF_001806345	12
GCF_001806365.fna	leaf	GCF_001806365	4
GCF_001806385.fna	leaf	GCF_001806385	3
GCF_001806405.fna	leaf	GCF_001806405	17
GCF_001806465.fna	leaf	GCF_001806465	12
GCF_001806485.fna	leaf	GCF_001806485	65
GCF_001861545.fna	leaf	GCF_001861545	1
GCF_001861615.fna	leaf	GCF_001861615	3
GCF_001861835.fna	leaf	GCF_001861835	1
GCF_001861855.fna	leaf	GCF_001861855	3
GCF_001861865.fna	leaf	GCF_001861865	2
GCF_001862035.fna	leaf	GCF_001862035	4
GCF_001862075.fna	leaf	GCF_001862075	369
GCF_001862105.fna	leaf	GCF_001862105	1
GCF_001862135.fna	leaf	GCF_001862135	1
GCF_001862345.fna	leaf	GCF_001862345	2
GCF_001862455.fna	leaf	GCF_001862455	2
GCF_001862475.fna	leaf	GCF_001862475	2
GCF_001862505.fna	leaf	GCF_001862505	2
GCF_001862715.fna	leaf	GCF_001862715	1
GCF_001862805.fna	leaf	GCF_001862805	1
GCF_001862825.fna	leaf	GCF_001862825	1
GCF_001862895.fna	leaf	GCF_001862895	1
GCF_001862975.fna	leaf	GCF_001862975	1
GCF_001863035.fna	leaf	GCF_001863035	4
GCF_001863065.fna	leaf	GCF_001863065	1
GCF_001863115.fna	leaf	GCF_001863115	2
GCF_001863165.fna	leaf	GCF_001863165	1
GCF_001863205.fna	leaf	GCF_001863205	1
GCF_001863225.fna	leaf	GCF_001863225	4
GCF_001863535.fna	leaf	GCF_001863535	1
GCF_001864015.fna	leaf	GCF_001864015	1
GCF_001864035.fna	leaf	GCF_001864035	7
GCF_001864045.fna	leaf	GCF_001864045	2
GCF_001864285.fna	leaf	GCF_001864285	1
GCF_001864375.fna	leaf	GCF_001864375	1
GCF_001864385.fna	leaf	GCF_001864385	1
GCF_001864565.fna	leaf	GCF_001864565	4
GCF_001864655.fna	leaf	GCF_001864655	1
GCF_001864665.fna	leaf	GCF_001864665	4
GCF_001864675.fna	leaf	GCF_001864675	1
GCF_001864795.fna	leaf	GCF_001864795	4
GCF_001874915.fna	leaf	GCF_001874915	17
GCF_001874945.fna	leaf	GCF_001874945	85
GCF_001887305.fna	leaf	GCF_001887305	14
GCF_001895985.fna	leaf	GCF_001895985	1
GCF_001902375.fna	leaf	GCF_001902375	7
GCF_001907125.fna	leaf	GCF_001907125	2
GCF_001907145.fna	leaf	GCF_001907145	933
GCF_001907155.fna	leaf	GCF_001907155	12
GCF_001909135.fna	leaf	GCF_001909135	5
GCF_001910585.fna	leaf	GCF_001910585	132
GCF_001910605.fna	leaf	GCF_001910605	3
GCF_001922205.fna	leaf	GCF_001922205	2
GCF_001922225.fna	leaf	GCF_001922225	4
GCF_001922245.fna	leaf	GCF_001922245	16
GCF_001939595.fna	leaf	GCF_001939595	5
GCF_001939605.fna	leaf	GCF_001939605	15
GCF_001939665.fna	leaf	GCF_001939665	3
GCF_001949935.fna	leaf	GCF_001949935	1
GCF_001949945.fna	leaf	GCF_001949945	6
GCF_001949955.fna	leaf	GCF_001949955	10
GCF_001949965.fna	leaf	GCF_001949965	9
GCF_001950035.fna	leaf	GCF_001950035	4
GCF_001950065.fna	leaf	GCF_001950065	19
GCF_001950085.fna	leaf	GCF_001950085	14
GCF_001950155.fna	leaf	GCF_001950155	10
GCF_001950165.fna	leaf	GCF_001950165	29
GCF_001950195.fna	leaf	GCF_001950195	5
GCF_001950215.fna	leaf	GCF_001950215	1
GCF_001950265.fna	leaf	GCF_001950265	45
GCF_001950285.fna	leaf	GCF_001950285	21
GCF_001950295.fna	leaf	GCF_001950295	17
GCF_001951035.fna	leaf	GCF_001951035	4
GCF_002014155.fna	leaf	GCF_002014155	535
GCF_002014175.fna	leaf	GCF_002014175	2
GCF_002014235.fna	leaf	GCF_002014235	2
GCF_002014265.fna	leaf	GCF_002014265	2
GCF_002014355.fna	leaf	GCF_002014355	2
GCF_002014405.fna	leaf	GCF_002014405	174
GCF_002014435.fna	leaf	GCF_002014435	1
GCF_002014445.fna	leaf	GCF_002014445	7
GCF_002014475.fna	leaf	GCF_002014475	2
GCF_002016865.fna	leaf	GCF_002016865	1
GCF_002016935.fna	leaf	GCF_002016935	1
GCF_002016955.fna	leaf	GCF_002016955	7
GCF_002017035.fna	leaf	GCF_002017035	9
GCF_002017095.fna	leaf	GCF_002017095	1
GCF_002017125.fna	leaf	GCF_002017125	3
GCF_002017185.fna	leaf	GCF_002017185	14
GCF_002017195.fna	leaf	GCF_002017195	4
GCF_002017205.fna	leaf	GCF_002017205	2
GCF_002017255.fna	leaf	GCF_002017255	3
GCF_002017355.fna	leaf	GCF_002017355	2
GCF_002017395.fna	leaf	GCF_002017395	5
GCF_002017405.fna	leaf	GCF_002017405	2
GCF_002017415.fna	leaf	GCF_002017415	9
GCF_002017425.fna	leaf	GCF_002017425	10
GCF_002017475.fna	leaf	GCF_002017475	1
GCF_002017515.fna	leaf	GCF_002017515	4
GCF_002017525.fna	leaf	GCF_002017525	4
GCF_002017605.fna	leaf	GCF_002017605	1090
GCF_002017615.fna	leaf	GCF_002017615	6
GCF_002017675.fna	leaf	GCF_002017675	8
GCF_002017735.fna	leaf	GCF_002017735	3
GCF_002017765.fna	leaf	GCF_002017765	10
GCF_002028445.fna	leaf	GCF_002028445	13
GCF_002028475.fna	leaf	GCF_002028475	4
GCF_002028485.fna	leaf	GCF_002028485	4
GCF_002072795.fna	leaf	GCF_002072795	13
GCF_002082625.fna	leaf	GCF_002082625	4
GCF_002082645.fna	leaf	GCF_002082645	362
GCF_002082685.fna	leaf	GCF_002082685	3475
GCF_002082705.fna	leaf	GCF_002082705	2
GCF_002082725.fna	leaf	GCF_002082725	145
GCF_002082745.fna	leaf	GCF_002082745	4
GCF_002082825.fna	leaf	GCF_002082825	21
GCF_002082845.fna	leaf	GCF_002082845	2
GCF_002082865.fna	leaf	GCF_002082865	1
GCF_002082885.fna	leaf	GCF_002082885	2
GCF_002085505.fna	leaf	GCF_002085505	511
GCF_002116575.fna	leaf	GCF_002116575	5
GCF_002119285.fna	leaf	GCF_002119285	1
GCF_002119295.fna	leaf	GCF_002119295	1
GCF_002119355.fna	leaf	GCF_002119355	1
GCF_002136705.fna	leaf	GCF_002136705	1
GCF_002136825.fna	leaf	GCF_002136825	2
GCF_002136885.fna	leaf	GCF_002136885	6
GCF_002136935.fna	leaf	GCF_002136935	2
GCF_002137035.fna	leaf	GCF_002137035	2
GCF_002137225.fna	leaf	GCF_002137225	3
GCF_002137345.fna	leaf	GCF_002137345	1
GCF_002137395.fna	leaf	GCF_002137395	5
GCF_002137445.fna	leaf	GCF_002137445	5
GCF_002137475.fna	leaf	GCF_002137475	3
GCF_002137565.fna	leaf	GCF_002137565	1
GCF_002137695.fna	leaf	GCF_002137695	3
GCF_002137715.fna	leaf	GCF_002137715	1
GCF_002137875.fna	leaf	GCF_002137875	2
GCF_002137895.fna	leaf	GCF_002137895	1
GCF_002138035.fna	leaf	GCF_002138035	4
GCF_002138115.fna	leaf	GCF_002138115	1
GCF_002138215.fna	leaf	GCF_002138215	1
GCF_002138295.fna	leaf	GCF_002138295	1
GCF_002138305.fna	leaf	GCF_002138305	1
GCF_002142935.fna	leaf	GCF_002142935	10
GCF_002142955.fna	leaf	GCF_002142955	1
GCF_002143035.fna	leaf	GCF_002143035	3
GCF_002143095.fna	leaf	GCF_002143095	3
GCF_002143235.fna	leaf	GCF_002143235	45
GCF_002143265.fna	leaf	GCF_002143265	5
GCF_002143335.fna	leaf	GCF_002143335	7
GCF_002143405.fna	leaf	GCF_002143405	4
GCF_002143425.fna	leaf	GCF_002143425	1
GCF_002143495.fna	leaf	GCF_002143495	1
GCF_002143555.fna	leaf	GCF_002143555	1
GCF_002143575.fna	leaf	GCF_002143575	8
GCF_002143625.fna	leaf	GCF_002143625	12
GCF_002143675.fna	leaf	GCF_002143675	1
GCF_002143685.fna	leaf	GCF_002143685	2
GCF_002143785.fna	leaf	GCF_002143785	5
GCF_002143835.fna	leaf	GCF_002143835	1
GCF_002143935.fna	leaf	GCF_002143935	1
GCF_002143965.fna	leaf	GCF_002143965	1
GCF_002145035.fna	leaf	GCF_002145035	3
GCF_002145055.fna	leaf	GCF_002145055	9
GCF_002145115.fna	leaf	GCF_002145115	12
GCF_002145195.fna	leaf	GCF_002145195	21
GCF_002148725.fna	leaf	GCF_002148725	13
GCF_002150485.fna	leaf	GCF_002150485	3
GCF_002154155.fna	leaf	GCF_002154155	3
