sequence	start	end	source_line
NC_017847.1	726907	726907	877
NC_017847.1	726912	726913	878
NC_017847.1	726915	726916	879
NC_017847.1	726973	726980	880
NC_017847.1	727040	727218	881
NC_017847.1	728742	728805	882
NC_017847.1	729697	729798	883
NC_017847.1	729803	729803	884
NC_017847.1	729817	729830	885
NC_017847.1	729832	729833	886
NC_017847.1	729856	729885	887
NC_017847.1	730510	730727	888
NC_017847.1	730740	730741	889
NC_017847.1	730993	730995	890
NC_017847.1	731042	732892	891
NC_017847.1	737602	737611	892
NC_017847.1	738139	738140	893
NC_017847.1	738440	738502	894
NC_017847.1	738504	738513	895
NC_017847.1	744876	744884	896
NC_017847.1	745177	745177	897
NC_017847.1	751225	751227	898
NC_017847.1	751229	751233	899
NC_017847.1	754958	754962	900
NC_017847.1	754964	755142	901
NC_017847.1	757273	757273	902
NC_017847.1	757276	757374	903
NC_017847.1	757377	757377	904
NC_017847.1	757380	757382	905
NC_017847.1	759166	759168	906
NC_017847.1	759170	759171	907
NC_017847.1	759175	759179	908
NC_017847.1	759181	759181	909
NC_017847.1	759191	759192	910
NC_017847.1	759968	759999	911
NC_017847.1	762425	762610	912
NC_017847.1	763460	764870	913
NC_017847.1	766377	766443	914
NC_017847.1	767981	767981	915
NC_017847.1	767989	767989	916
NC_017847.1	767992	767996	917
NC_017847.1	767998	767998	918
NC_017847.1	768002	768462	919
NC_017847.1	772071	772072	920
NC_017847.1	772107	772107	921
NC_017847.1	772109	772109	922
NC_017847.1	772119	772119	923
NC_017847.1	772121	772125	924
NC_017847.1	772127	772127	925
NC_017847.1	772131	772398	926
NC_017847.1	780352	780791	927
NC_017847.1	781873	781885	928
NC_017847.1	781887	781964	929
NC_017847.1	783835	783835	930
NC_017847.1	783840	783842	931
NC_017847.1	783844	783858	932
NC_017847.1	783860	783860	933
NC_017847.1	783863	783867	934
NC_017847.1	783909	783910	935
NC_017847.1	783912	783913	936
NC_017847.1	783916	783929	937
NC_017847.1	783931	783931	938
NC_017847.1	785178	785178	939
NC_017847.1	785528	797562	940
NC_017847.1	797652	797652	941
NC_017847.1	798619	798619	942
NC_017847.1	798623	798993	943
NC_017847.1	799670	799700	944
NC_017847.1	799702	799706	945
NC_017847.1	799708	799767	946
NC_017847.1	801342	801344	947
NC_017847.1	801458	801646	948
NC_017847.1	801746	801775	949
NC_017847.1	802639	802782	950
NC_017847.1	802784	802784	951
NC_017847.1	802791	802792	952
NC_017847.1	802794	802801	953
NC_017847.1	802808	802811	954
NC_017847.1	802856	802859	955
NC_017847.1	808396	808396	956
NC_017847.1	808541	808624	957
NC_017847.1	808626	808626	958
NC_017847.1	808629	808630	959
NC_017847.1	809095	809162	960
NC_017847.1	809321	809324	961
NC_017847.1	809326	809326	962
NC_017847.1	813444	813444	963
NC_017847.1	814944	815148	964
NC_017847.1	815150	815150	965
NC_017847.1	815152	815152	966
NC_017847.1	817019	817020	967
NC_017847.1	817043	817043	968
NC_017847.1	817107	817107	969
NC_017847.1	817110	817110	970
NC_017847.1	817116	817116	971
NC_017847.1	817119	817119	972
NC_017847.1	817127	817192	973
NC_017847.1	819211	819211	974
NC_017847.1	821156	821401	975
NC_017847.1	822728	823139	976
NC_017847.1	826608	827118	977
NC_017847.1	827120	827133	978
NC_017847.1	827135	827143	979
NC_017847.1	827145	827145	980
NC_017847.1	827155	827155	981
NC_017847.1	827157	827157	982
NC_017847.1	827159	827159	983
NC_017847.1	827168	827168	984
NC_017847.1	827170	827170	985
NC_017847.1	828413	830767	986
NC_017847.1	831439	831439	987
NC_017847.1	831441	831445	988
NC_017847.1	831447	831495	989
NC_017847.1	832948	836075	990
NC_017847.1	836636	838234	991
NC_017847.1	838280	838337	992
NC_017847.1	838663	838663	993
NC_017847.1	838665	838827	994
NC_017847.1	840951	840952	995
NC_017847.1	840976	840976	996
NC_017847.1	840985	840986	997
NC_017847.1	840995	840996	998
NC_017847.1	840999	841002	999
NC_017847.1	841098	841098	1000
NC_017847.1	841476	841484	1001
NC_017847.1	841514	841560	1002
NC_017847.1	842546	842547	1003
NC_017847.1	843418	843419	1004
NC_017847.1	844509	844510	1005
NC_017847.1	844513	844514	1006
NC_017847.1	846410	846410	1007
NC_017847.1	848715	848738	1008
NC_017847.1	849796	850055	1009
NC_017847.1	851851	851895	1010
NC_017847.1	853225	853303	1011
NC_017847.1	853886	854084	1012
NC_017847.1	854096	854098	1013
NC_017847.1	854121	854122	1014
NC_017847.1	854600	854657	1015
NC_017847.1	854659	855248	1016
NC_017847.1	855260	855260	1017
NC_017847.1	857259	857260	1018
NC_017847.1	859239	863863	1019
NC_017847.1	863865	863865	1020
NC_017847.1	867197	867198	1021
NC_017847.1	867207	867208	1022
NC_017847.1	867211	867211	1023
NC_017847.1	867221	867222	1024
NC_017847.1	867226	867226	1025
NC_017847.1	867232	867320	1026
NC_017847.1	867491	867491	1027
NC_017847.1	870824	870824	1028
NC_017847.1	870828	870828	1029
NC_017847.1	870857	870859	1030
NC_017847.1	870862	870886	1031
NC_017847.1	873454	873455	1032
NC_017847.1	873457	873458	1033
NC_017847.1	873467	873468	1034
NC_017847.1	873481	873482	1035
NC_017847.1	874044	874045	1036
NC_017847.1	876088	876088	1037
NC_017847.1	877839	877853	1038
NC_017847.1	878152	878160	1039
NC_017847.1	880409	880424	1040
NC_017847.1	881152	881152	1041
NC_017847.1	882114	882115	1042
NC_017847.1	882136	882440	1043
NC_017847.1	884255	884405	1044
NC_017847.1	886822	886860	1045
NC_017847.1	887324	887324	1046
NC_017847.1	887347	887348	1047
NC_017847.1	887770	887799	1048
NC_017847.1	887801	887801	1049
NC_017847.1	887803	887806	1050
NC_017847.1	887808	887808	1051
NC_017847.1	887810	887810	1052
NC_017847.1	888171	888172	1053
NC_017847.1	888174	888176	1054
NC_017847.1	888217	888217	1055
NC_017847.1	888219	888321	1056
NC_017847.1	888323	888325	1057
NC_017847.1	891228	891455	1058
NC_017847.1	891674	891676	1059
NC_017847.1	892398	892455	1060
NC_017847.1	892876	892884	1061
NC_017847.1	896310	896549	1062
NC_017847.1	896551	896551	1063
NC_017847.1	896553	896553	1064
NC_017847.1	897768	897798	1065
NC_017847.1	897800	897805	1066
NC_017847.1	897894	897894	1067
NC_017847.1	897901	897904	1068
NC_017847.1	897907	898001	1069
NC_017847.1	898007	898007	1070
NC_017847.1	899067	899067	1071
NC_017847.1	899072	899131	1072
NC_017847.1	900519	900524	1073
NC_017847.1	902744	902744	1074
NC_017847.1	903123	903126	1075
NC_017847.1	903128	903263	1076
NC_017847.1	903844	903851	1077
NC_017847.1	903860	903861	1078
NC_017847.1	906208	906208	1079
NC_017847.1	906210	906288	1080
NC_017847.1	908186	908187	1081
NC_017847.1	911969	912137	1082
NC_017847.1	912374	916709	1083
NC_017847.1	918911	918911	1084
NC_017847.1	918919	918919	1085
NC_017847.1	922697	923107	1086
NC_017847.1	923174	923220	1087
NC_017847.1	926834	927026	1088
NC_017847.1	927028	927028	1089
NC_017847.1	927030	927030	1090
NC_017847.1	935489	935491	1091
NC_017847.1	935493	935497	1092
NC_017847.1	935499	935502	1093
NC_017847.1	935504	935601	1094
NC_017847.1	935603	935603	1095
NC_017847.1	935632	935633	1096
NC_017847.1	937720	937721	1097
NC_017847.1	937736	937736	1098
NC_017847.1	937774	937774	1099
NC_017847.1	938431	938432	1100
NC_017847.1	938454	938455	1101
NC_017847.1	938473	938474	1102
NC_017847.1	939685	939685	1103
NC_017847.1	940082	940082	1104
NC_017847.1	942473	942731	1105
NC_017847.1	943006	943480	1106
NC_017847.1	943527	943528	1107
NC_017847.1	943534	943586	1108
NC_017847.1	949171	949338	1109
NC_017847.1	952472	952480	1110
NC_017847.1	956344	956345	1111
NC_017847.1	963719	963902	1112
NC_017847.1	963905	963905	1113
NC_017847.1	964102	964110	1114
NC_017847.1	964787	964787	1115
NC_017847.1	964858	964934	1116
NC_017847.1	966161	966241	1117
NC_017847.1	966418	966418	1118
NC_017847.1	966422	966739	1119
NC_017847.1	966741	966741	1120
NC_017847.1	966743	966746	1121
NC_017847.1	966749	966749	1122
NC_017847.1	967623	967623	1123
NC_017847.1	968350	968351	1124
NC_017847.1	968358	968360	1125
NC_017847.1	968363	968400	1126
NC_017847.1	969531	969965	1127
NC_017847.1	973619	973729	1128
NC_017847.1	974647	974823	1129
NC_017847.1	977622	977635	1130
NC_017847.1	977646	977658	1131
NC_017847.1	982049	982049	1132
NC_017847.1	982451	1034369	1133
NC_017847.1	1036339	1036339	1134
NC_017847.1	1036477	1036478	1135
NC_017847.1	1036481	1036536	1136
NC_017847.1	1037227	1037514	1137
NC_017847.1	1038690	1038738	1138
NC_017847.1	1040715	1040770	1139
NC_017847.1	1043998	1044002	1140
NC_017847.1	1045484	1045501	1141
NC_017847.1	1045503	1045520	1142
NC_017847.1	1045523	1045523	1143
NC_017847.1	1045559	1045561	1144
NC_017847.1	1045571	1045590	1145
NC_017847.1	1045592	1045592	1146
NC_017847.1	1047097	1047152	1147
NC_017847.1	1047154	1047154	1148
NC_017847.1	1047175	1047175	1149
NC_017847.1	1048898	1048898	1150
NC_017847.1	1049087	1049087	1151
NC_017847.1	1049089	1049173	1152
NC_017847.1	1052415	1052417	1153
NC_017847.1	1052452	1052453	1154
NC_017847.1	1052456	1052464	1155
NC_017847.1	1052472	1052472	1156
NC_017847.1	1052480	1052630	1157
NC_017847.1	1054531	1054531	1158
NC_017847.1	1054534	1054534	1159
NC_017847.1	1055057	1055057	1160
NC_017847.1	1055059	1055169	1161
NC_017847.1	1055922	1055935	1162
NC_017847.1	1056085	1056119	1163
NC_017847.1	1057429	1057529	1164
NC_017847.1	1057531	1057532	1165
NC_017847.1	1057682	1057682	1166
NC_017847.1	1057684	1057719	1167
NC_017847.1	1057721	1057722	1168
NC_017847.1	1057734	1057735	1169
NC_017847.1	1057743	1057748	1170
NC_017847.1	1057750	1057751	1171
NC_017847.1	1057753	1057762	1172
NC_017847.1	1057768	1057768	1173
NC_017847.1	1057771	1057771	1174
NC_017847.1	1057773	1057773	1175
NC_017847.1	1057776	1057776	1176
NC_017847.1	1057780	1057827	1177
NC_017847.1	1057829	1057945	1178
NC_017847.1	1058413	1058414	1179
NC_017847.1	1058419	1058534	1180
NC_017847.1	1058536	1058536	1181
NC_017847.1	1058538	1058538	1182
NC_017847.1	1058542	1058542	1183
NC_017847.1	1058544	1058544	1184
NC_017847.1	1058645	1058854	1185
NC_017847.1	1059948	1059996	1186
NC_017847.1	1060895	1060980	1187
NC_017847.1	1062561	1062562	1188
NC_017847.1	1062564	1062630	1189
NC_017847.1	1062640	1062640	1190
NC_017847.1	1062792	1062800	1191
NC_017847.1	1063491	1063492	1192
NC_017847.1	1063546	1063652	1193
NC_017847.1	1063654	1063654	1194
NC_017847.1	1063683	1063683	1195
NC_017847.1	1063693	1063693	1196
NC_017847.1	1063700	1063707	1197
NC_017847.1	1063709	1063710	1198
NC_017847.1	1063712	1063715	1199
NC_017847.1	1063720	1063721	1200
NC_017847.1	1063723	1063723	1201
NC_017847.1	1063732	1063734	1202
NC_017847.1	1063737	1063755	1203
NC_017847.1	1069562	1069689	1204
NC_017847.1	1071990	1071990	1205
NC_017847.1	1074275	1074275	1206
NC_017847.1	1076196	1076198	1207
NC_017847.1	1076200	1076202	1208
NC_017847.1	1076205	1076311	1209
NC_017847.1	1076314	1076327	1210
NC_017847.1	1076329	1076330	1211
NC_017847.1	1076332	1076344	1212
NC_017847.1	1076349	1076349	1213
NC_017847.1	1076354	1076360	1214
NC_017847.1	1076650	1076658	1215
NC_017847.1	1076986	1077084	1216
NC_017847.1	1077091	1077091	1217
NC_017847.1	1078188	1078190	1218
NC_017847.1	1080443	1080444	1219
NC_017847.1	1080639	1080639	1220
NC_017847.1	1080682	1080682	1221
NC_017847.1	1080940	1080986	1222
NC_017847.1	1081677	1081702	1223
NC_017847.1	1082398	1082398	1224
NC_017847.1	1082400	1082709	1225
NC_017847.1	1082908	1082908	1226
NC_017847.1	1085852	1085853	1227
NC_017847.1	1085855	1085875	1228
NC_017847.1	1085879	1085881	1229
NC_017847.1	1085978	1085978	1230
NC_017847.1	1086784	1086784	1231
NC_017847.1	1087537	1087538	1232
NC_017847.1	1088090	1088179	1233
NC_017847.1	1091457	1091458	1234
NC_017847.1	1091465	1091778	1235
NC_017847.1	1091781	1091781	1236
NC_017847.1	1096749	1096750	1237
NC_017847.1	1096752	1096753	1238
NC_017847.1	1096755	1096774	1239
NC_017847.1	1096777	1096777	1240
NC_017847.1	1097798	1098105	1241
NC_017847.1	1100184	1100191	1242
NC_017847.1	1100784	1100844	1243
NC_017847.1	1100852	1100852	1244
NC_017847.1	1100854	1100854	1245
NC_017847.1	1100856	1100856	1246
NC_017847.1	1100946	1101086	1247
NC_017847.1	1105562	1105598	1248
NC_017847.1	1105602	1105651	1249
NC_017847.1	1107900	1107911	1250
NC_017847.1	1109735	1109743	1251
NC_017847.1	1110990	1110990	1252
NC_017847.1	1114226	1114304	1253
NC_017847.1	1114307	1114307	1254
NC_017847.1	1118842	1118850	1255
NC_017847.1	1119740	1119741	1256
NC_017847.1	1119743	1119744	1257
NC_017847.1	1119746	1119748	1258
NC_017847.1	1124451	1160133	1259
NC_017847.1	1160173	1160174	1260
NC_017847.1	1160190	1160190	1261
NC_017847.1	1160238	1160238	1262
NC_017847.1	1160246	1160247	1263
NC_017847.1	1160589	1160590	1264
NC_017847.1	1161386	1161510	1265
NC_017847.1	1161554	1161554	1266
NC_017847.1	1162122	1162123	1267
NC_017847.1	1162458	1162466	1268
NC_017847.1	1162511	1162511	1269
NC_017847.1	1162518	1162523	1270
NC_017847.1	1162527	1162527	1271
NC_017847.1	1162544	1162728	1272
NC_017847.1	1162731	1162732	1273
NC_017847.1	1162753	1162753	1274
NC_017847.1	1164312	1164765	1275
NC_017847.1	1168132	1168134	1276
NC_017847.1	1168354	1168359	1277
NC_017847.1	1168679	1169028	1278
NC_017847.1	1169059	1169059	1279
NC_017847.1	1172901	1172902	1280
NC_017847.1	1172908	1172914	1281
NC_017847.1	1172916	1172921	1282
NC_017847.1	1172923	1172949	1283
NC_017847.1	1172951	1172956	1284
NC_017847.1	1173174	1175312	1285
NC_017847.1	1177813	1177815	1286
NC_017847.1	1177820	1177820	1287
NC_017847.1	1177822	1177843	1288
NC_017847.1	1179684	1179743	1289
NC_017847.1	1183579	1183580	1290
NC_017847.1	1183582	1183766	1291
NC_017847.1	1186986	1186986	1292
NC_017847.1	1187014	1187022	1293
NC_017847.1	1187027	1187027	1294
NC_017847.1	1187061	1187061	1295
NC_017847.1	1188228	1188703	1296
NC_017847.1	1188707	1188707	1297
NC_017847.1	1188908	1189026	1298
NC_017847.1	1189033	1189057	1299
NC_017847.1	1189902	1189902	1300
NC_017847.1	1189912	1189912	1301
NC_017847.1	1192094	1192430	1302
NC_017847.1	1193006	1193006	1303
NC_017847.1	1193013	1193013	1304
NC_017847.1	1193015	1193531	1305
NC_017847.1	1193547	1193548	1306
NC_017847.1	1193614	1193621	1307
NC_017847.1	1194054	1194077	1308
NC_017847.1	1194111	1194672	1309
NC_017847.1	1194675	1194676	1310
NC_017847.1	1194960	1194960	1311
NC_017847.1	1194969	1194969	1312
NC_017847.1	1195083	1195083	1313
NC_017847.1	1195086	1195086	1314
NC_017847.1	1195314	1195314	1315
NC_017847.1	1195318	1195318	1316
NC_017847.1	1195332	1195332	1317
NC_017847.1	1195347	1195347	1318
NC_017847.1	1195368	1195368	1319
NC_017847.1	1195395	1195395	1320
NC_017847.1	1195533	1195533	1321
NC_017847.1	1195584	1195584	1322
NC_017847.1	1195658	1195658	1323
NC_017847.1	1195878	1198453	1324
NC_017847.1	1198461	1198461	1325
NC_017847.1	1199993	1199996	1326
NC_017847.1	1202639	1202647	1327
NC_017847.1	1204778	1204822	1328
NC_017847.1	1206892	1206893	1329
NC_017847.1	1206972	1207170	1330
NC_017847.1	1208724	1208724	1331
NC_017847.1	1209955	1209955	1332
NC_017847.1	1209966	1209974	1333
NC_017847.1	1211558	1211650	1334
NC_017847.1	1212326	1212334	1335
NC_017847.1	1212674	1212675	1336
NC_017847.1	1212700	1212700	1337
NC_017847.1	1213324	1213581	1338
NC_017847.1	1213603	1213603	1339
NC_017847.1	1214210	1214516	1340
NC_017847.1	1214876	1214877	1341
NC_017847.1	1214881	1214896	1342
NC_017847.1	1215084	1215084	1343
NC_017847.1	1215088	1215088	1344
NC_017847.1	1215092	1215092	1345
NC_017847.1	1215099	1215099	1346
NC_017847.1	1215103	1215103	1347
NC_017847.1	1215110	1215110	1348
NC_017847.1	1216088	1216096	1349
NC_017847.1	1216098	1216118	1350
NC_017847.1	1216404	1216404	1351
NC_017847.1	1216977	1217368	1352
NC_017847.1	1217371	1217371	1353
NC_017847.1	1217373	1217375	1354
NC_017847.1	1217377	1217378	1355
NC_017847.1	1217381	1217381	1356
NC_017847.1	1220581	1220581	1357
NC_017847.1	1220583	1220719	1358
NC_017847.1	1221295	1221871	1359
NC_017847.1	1222207	1222231	1360
NC_017847.1	1223001	1223001	1361
NC_017847.1	1223006	1224332	1362
NC_017847.1	1225171	1225286	1363
NC_017847.1	1231513	1231675	1364
NC_017847.1	1231677	1231681	1365
NC_017847.1	1231693	1231695	1366
NC_017847.1	1231698	1231698	1367
NC_017847.1	1232944	1232959	1368
NC_017847.1	1233070	1233373	1369
NC_017847.1	1233375	1233375	1370
NC_017847.1	1239935	1239943	1371
NC_017847.1	1243021	1243110	1372
NC_017847.1	1244524	1244591	1373
NC_017847.1	1244936	1244936	1374
NC_017847.1	1246156	1246156	1375
NC_017847.1	1246158	1246434	1376
NC_017847.1	1246439	1247365	1377
NC_017847.1	1247473	1247719	1378
NC_017847.1	1251119	1251119	1379
NC_017847.1	1251974	1251975	1380
NC_017847.1	1252762	1253119	1381
NC_017847.1	1253123	1253123	1382
NC_017847.1	1253753	1253753	1383
NC_017847.1	1254007	1254105	1384
NC_017847.1	1254109	1254109	1385
NC_017847.1	1254984	1254984	1386
NC_017847.1	1255004	1255006	1387
NC_017847.1	1260595	1260674	1388
NC_017847.1	1261536	1261537	1389
NC_017847.1	1262404	1262419	1390
NC_017847.1	1262449	1262457	1391
NC_017847.1	1263201	1264780	1392
NC_017847.1	1266074	1266116	1393
NC_017847.1	1266652	1266660	1394
NC_017847.1	1278740	1278767	1395
NC_017847.1	1279515	1279515	1396
NC_017847.1	1279798	1279800	1397
NC_017847.1	1280251	1280438	1398
NC_017847.1	1280446	1280454	1399
NC_017847.1	1280577	1281286	1400
NC_017847.1	1281336	1281337	1401
NC_017847.1	1281339	1281350	1402
NC_017847.1	1281354	1281360	1403
NC_017847.1	1284418	1284582	1404
NC_017847.1	1288929	1288930	1405
NC_017847.1	1289223	1289226	1406
NC_017847.1	1289228	1289243	1407
NC_017847.1	1290164	1290164	1408
NC_017847.1	1291661	1291661	1409
NC_017847.1	1294535	1294754	1410
NC_017847.1	1297762	1297769	1411
NC_017847.1	1298950	1298950	1412
NC_017847.1	1299712	1299712	1413
NC_017847.1	1299834	1299834	1414
NC_017847.1	1299836	1299837	1415
NC_017847.1	1299839	1299952	1416
NC_017847.1	1301250	1301250	1417
NC_017847.1	1304089	1304090	1418
NC_017847.1	1304092	1304212	1419
NC_017847.1	1304956	1304962	1420
NC_017847.1	1305059	1305060	1421
NC_017847.1	1305063	1305064	1422
NC_017847.1	1305762	1305763	1423
NC_017847.1	1306733	1306800	1424
NC_017847.1	1306816	1306817	1425
NC_017847.1	1307662	1307662	1426
NC_017847.1	1308437	1309242	1427
NC_017847.1	1309247	1309247	1428
NC_017847.1	1311675	1312194	1429
NC_017847.1	1313807	1313807	1430
NC_017847.1	1313810	1313810	1431
NC_017847.1	1313812	1313812	1432
NC_017847.1	1313815	1313859	1433
NC_017847.1	1315527	1315527	1434
NC_017847.1	1316650	1316662	1435
NC_017847.1	1321670	1321677	1436
NC_017847.1	1321679	1321679	1437
NC_017847.1	1321682	1321683	1438
NC_017847.1	1321686	1321692	1439
NC_017847.1	1321695	1321699	1440
NC_017847.1	1321701	1321702	1441
NC_017847.1	1325291	1325291	1442
NC_017847.1	1325298	1325307	1443
NC_017847.1	1325309	1325310	1444
NC_017847.1	1325312	1325403	1445
NC_017847.1	1326841	1326850	1446
NC_017847.1	1326852	1326852	1447
NC_017847.1	1326882	1326883	1448
NC_017847.1	1331728	1331731	1449
NC_017847.1	1331733	1331735	1450
NC_017847.1	1331740	1331740	1451
NC_017847.1	1332699	1332700	1452
NC_017847.1	1332802	1332843	1453
NC_017847.1	1333350	1333351	1454
NC_017847.1	1333401	1334061	1455
NC_017847.1	1334063	1334063	1456
NC_017847.1	1334066	1334944	1457
NC_017847.1	1334946	1334954	1458
NC_017847.1	1334958	1334958	1459
NC_017847.1	1334966	1334966	1460
NC_017847.1	1334987	1334997	1461
NC_017847.1	1334999	1334999	1462
NC_017847.1	1335013	1335014	1463
NC_017847.1	1335018	1335018	1464
NC_017847.1	1335021	1335021	1465
NC_017847.1	1335028	1335028	1466
NC_017847.1	1335577	1335577	1467
NC_017847.1	1336007	1336034	1468
NC_017847.1	1336037	1336037	1469
NC_017847.1	1336040	1336042	1470
NC_017847.1	1336045	1336048	1471
NC_017847.1	1336096	1336096	1472
NC_017847.1	1336119	1336119	1473
NC_017847.1	1336151	1336151	1474
NC_017847.1	1336158	1336158	1475
NC_017847.1	1336363	1336431	1476
NC_017847.1	1336519	1336519	1477
NC_017847.1	1336537	1336537	1478
NC_017847.1	1336539	1401117	1479
NC_017847.1	1401119	1401166	1480
NC_017847.1	1401873	1401874	1481
NC_017847.1	1404692	1404807	1482
NC_017847.1	1404810	1404811	1483
NC_017847.1	1408509	1408510	1484
NC_017847.1	1408514	1408520	1485
NC_017847.1	1408526	1408532	1486
NC_017847.1	1408534	1408537	1487
NC_017847.1	1409090	1409127	1488
NC_017847.1	1410749	1410751	1489
NC_017847.1	1410753	1410753	1490
NC_017847.1	1410755	1410755	1491
NC_017847.1	1410898	1410899	1492
NC_017847.1	1412838	1412839	1493
NC_017847.1	1412842	1412872	1494
NC_017847.1	1412874	1412875	1495
NC_017847.1	1412881	1412883	1496
NC_017847.1	1412885	1412887	1497
NC_017847.1	1412893	1412902	1498
NC_017847.1	1412904	1412904	1499
NC_017847.1	1412906	1412907	1500
NC_017847.1	1413064	1413159	1501
NC_017847.1	1414331	1414387	1502
NC_017847.1	1418135	1418135	1503
NC_017847.1	1418908	1418976	1504
NC_017847.1	1420774	1420896	1505
NC_017847.1	1422112	1422148	1506
NC_017847.1	1427329	1427329	1507
NC_017847.1	1427331	1427338	1508
NC_017847.1	1427344	1427347	1509
NC_017847.1	1427350	1427350	1510
NC_017847.1	1427353	1427353	1511
NC_017847.1	1427360	1427360	1512
NC_017847.1	1427426	1427426	1513
NC_017847.1	1430781	1430782	1514
NC_017847.1	1431184	1431184	1515
NC_017847.1	1431491	1431494	1516
NC_017847.1	1431503	1431946	1517
NC_017847.1	1431948	1431949	1518
NC_017847.1	1432124	1432132	1519
NC_017847.1	1437742	1437742	1520
NC_017847.1	1437950	1437952	1521
NC_017847.1	1437975	1437978	1522
NC_017847.1	1438571	1438572	1523
NC_017847.1	1438574	1438574	1524
NC_017847.1	1438576	1438577	1525
NC_017847.1	1438579	1438581	1526
NC_017847.1	1438583	1438584	1527
NC_017847.1	1438589	1438589	1528
NC_017847.1	1439890	1439958	1529
NC_017847.1	1440522	1440523	1530
NC_017847.1	1440724	1440724	1531
NC_017847.1	1440788	1440896	1532
NC_017847.1	1441129	1441169	1533
NC_017847.1	1441173	1441177	1534
NC_017847.1	1441179	1441179	1535
NC_017847.1	1441181	1441181	1536
NC_017847.1	1443010	1443010	1537
NC_017847.1	1443012	1443149	1538
NC_017847.1	1445051	1445052	1539
NC_017847.1	1445061	1445062	1540
NC_017847.1	1446966	1447192	1541
NC_017847.1	1447194	1447194	1542
NC_017847.1	1447568	1447568	1543
NC_017847.1	1447570	1447570	1544
NC_017847.1	1447572	1447572	1545
NC_017847.1	1447577	1447579	1546
NC_017847.1	1447581	1447584	1547
NC_017847.1	1447586	1447617	1548
NC_017847.1	1448246	1448246	1549
NC_017847.1	1450223	1450223	1550
NC_017847.1	1451360	1451360	1551
NC_017847.1	1451362	1451366	1552
NC_017847.1	1453805	1453828	1553
NC_017847.1	1453830	1453831	1554
NC_017847.1	1455801	1457225	1555
NC_017847.1	1460420	1460510	1556
NC_017847.1	1463977	1463977	1557
NC_017847.1	1464021	1464021	1558
NC_017847.1	1464038	1464038	1559
NC_017847.1	1464553	1464554	1560
NC_017847.1	1464984	1464997	1561
NC_017847.1	1465418	1465889	1562
NC_017847.1	1465891	1465891	1563
NC_017847.1	1466406	1466406	1564
NC_017847.1	1466409	1466457	1565
NC_017847.1	1466459	1466461	1566
NC_017847.1	1467205	1467227	1567
NC_017847.1	1467357	1467357	1568
NC_017847.1	1467362	1467362	1569
NC_017847.1	1471307	1471310	1570
NC_017847.1	1471312	1471312	1571
NC_017847.1	1471315	1471318	1572
NC_017847.1	1475897	1475898	1573
NC_017847.1	1479262	1479263	1574
NC_017847.1	1479272	1479272	1575
NC_017847.1	1479279	1479279	1576
NC_017847.1	1479282	1480013	1577
NC_017847.1	1480151	1480151	1578
NC_017847.1	1482263	1482263	1579
NC_017847.1	1482271	1482271	1580
NC_017847.1	1482274	1482475	1581
NC_017847.1	1482481	1482481	1582
NC_017847.1	1482483	1482483	1583
NC_017847.1	1482485	1482489	1584
NC_017847.1	1482574	1482575	1585
NC_017847.1	1482853	1482853	1586
NC_017847.1	1482857	1482857	1587
NC_017847.1	1482861	1482861	1588
NC_017847.1	1482863	1482864	1589
NC_017847.1	1482866	1483107	1590
NC_017847.1	1483167	1483182	1591
NC_017847.1	1483570	1483641	1592
NC_017847.1	1483806	1483806	1593
NC_017847.1	1483809	1484071	1594
NC_017847.1	1485065	1485073	1595
NC_017847.1	1485395	1485397	1596
NC_017847.1	1485544	1485544	1597
NC_017847.1	1485569	1485571	1598
NC_017847.1	1485573	1485573	1599
NC_017847.1	1485579	1485579	1600
NC_017847.1	1485581	1485581	1601
NC_017847.1	1485584	1485587	1602
NC_017847.1	1485589	1485596	1603
NC_017847.1	1485598	1485598	1604
NC_017847.1	1485601	1485602	1605
NC_017847.1	1485607	1485609	1606
NC_017847.1	1485613	1485793	1607
NC_017847.1	1485795	1485795	1608
NC_017847.1	1485971	1485971	1609
NC_017847.1	1485978	1486019	1610
NC_017847.1	1486021	1486023	1611
NC_017847.1	1486035	1486068	1612
NC_017847.1	1486070	1486071	1613
NC_017847.1	1486255	1486262	1614
NC_017847.1	1487274	1487275	1615
NC_017847.1	1487561	1487561	1616
NC_017847.1	1487569	1487569	1617
NC_017847.1	1487573	1487578	1618
NC_017847.1	1487580	1487581	1619
NC_017847.1	1487589	1487598	1620
NC_017847.1	1487601	1487669	1621
NC_017847.1	1488683	1488683	1622
NC_017847.1	1490289	1490424	1623
NC_017847.1	1491606	1493641	1624
NC_017847.1	1493646	1493661	1625
NC_017847.1	1494403	1494410	1626
NC_017847.1	1494414	1494868	1627
NC_017847.1	1495128	1495129	1628
NC_017847.1	1498002	1498003	1629
NC_017847.1	1498165	1498369	1630
NC_017847.1	1498536	1498543	1631
NC_017847.1	1499243	1499244	1632
NC_017847.1	1508457	1508468	1633
NC_017847.1	1510715	1510715	1634
NC_017847.1	1510718	1511556	1635
NC_017847.1	1511840	1511930	1636
NC_017847.1	1513825	1513829	1637
NC_017847.1	1514180	1514185	1638
NC_017847.1	1514189	1514215	1639
NC_017847.1	1514219	1514284	1640
NC_017847.1	1515624	1515624	1641
NC_017847.1	1516975	1517125	1642
NC_017847.1	1517128	1517129	1643
NC_017847.1	1518380	1518390	1644
NC_017847.1	1520453	1522960	1645
